139713	140190	140667	141144	141621	142097	142574	143051	143528	144005	144482	144958	145435	145912	146389	146866	147343	147820	148296	148773	149250	149727	150204	150681	151157	151634	152111	152588	153065	153542	154018	154495	154972	155449	155926	156403	156879	157356	157833	158310	158787	159264	159740	160217	160694	161171	161648	162125	162601	163078	163555	164032	164509	164986	165462	165939	166416	166893	167370	167847	168324	168800	169277	169754	170231	170708	171185	171661	172138	172615	173092	173569	174046	174522	174999	175476	175953	176430	176907	177383	177860	178337	178814	179291	179768
64	44	1	2	477	0	1953125	12	0.0	782	1.15	0	0	V0.2	0	0	51	27	43	71	27	64	114	79	116	254	178	285	280	430	999	375	496	372	121	84	118	56
64	44	1	2	477	0	1953125	12	0.0	784	1.15	0	0	V0.2	0	0	56	38	35	76	35	62	124	90	108	249	193	289	304	456	1000	405	511	382	120	97	120	52
64	44	1	2	477	0	1953125	12	0.0	782	1.15	0	0	V0.2	0	0	50	31	37	69	32	60	114	86	108	245	177	284	285	432	999	404	499	378	121	92	120	54
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	42	58	24	69	62	35	119	108	101	257	204	267	300	451	1000	392	509	355	83	102	98	37
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	45	32	34	69	39	48	101	82	123	281	183	254	280	428	1000	373	480	345	99	78	107	47
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	45	32	34	69	39	48	101	82	123	281	183	254	280	428	1000	373	480	345	99	78	107	47
64	44	1	2	477	0	1953125	12	0.0	784	1.15	0	0	V0.2	0	0	43	19	56	59	18	76	97	75	124	244	148	295	262	396	999	372	466	359	136	66	111	73
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	39	50	18	67	59	31	113	102	105	273	203	251	308	452	1000	416	515	360	90	102	104	44
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	50	26	47	69	29	62	100	82	130	271	163	264	256	379	1000	363	464	339	103	67	103	49
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	46	31	34	69	36	49	101	79	124	282	181	256	273	408	1000	379	489	352	100	81	108	46
64	44	1	2	477	0	1953125	12	0.0	784	1.15	0	0	V0.2	0	0	48	20	56	65	18	76	106	77	125	250	158	292	266	401	1000	393	482	371	134	73	116	67
64	44	1	2	477	0	1953125	12	0.0	782	1.15	0	0	V0.2	0	0	51	28	40	67	26	62	111	83	107	238	164	288	282	416	999	406	492	369	121	89	116	54
64	44	1	2	477	0	1953125	12	0.0	784	1.15	0	0	V0.2	0	0	54	36	38	72	34	63	120	89	108	239	187	286	301	453	1000	403	500	374	118	91	116	52
64	44	1	2	477	0	1953125	12	0.0	782	1.15	0	0	V0.2	0	0	49	30	37	65	29	60	111	85	104	237	171	285	284	425	1000	389	489	366	116	88	116	53
64	44	1	2	477	0	1953125	12	0.0	782	1.15	0	0	V0.2	0	0	49	30	37	65	29	60	111	85	104	237	171	285	284	425	1000	389	489	366	116	88	116	53
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	37	42	19	61	47	33	105	92	98	252	171	264	265	404	1000	361	494	340	79	94	99	36
64	44	1	2	477	0	1953125	12	0.0	832	1.16	0	0	V0.2	0	0	36	40	18	63	52	28	92	81	118	291	179	235	255	388	1000	378	485	319	69	83	89	36
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	38	19	56	58	21	68	85	80	143	279	167	263	265	386	1000	396	459	341	126	54	104	71
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	48	36	32	72	43	49	107	85	127	290	198	259	299	429	1000	413	497	358	102	84	108	48
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	53	35	44	74	38	61	112	93	133	283	196	260	288	421	1000	413	475	354	113	74	109	52
64	44	1	2	477	0	1953125	12	0.0	829	1.16	0	0	V0.2	0	0	39	51	23	69	64	31	106	101	125	303	220	231	295	430	1000	400	486	331	71	91	91	36
64	44	1	2	477	0	1953125	12	0.0	829	1.16	0	0	V0.2	0	0	39	51	23	69	64	31	106	101	125	303	220	231	295	430	1000	400	486	331	71	91	91	36
64	44	1	2	477	0	1953125	12	0.0	829	1.16	0	0	V0.2	0	0	39	51	23	69	64	31	106	101	125	303	220	231	295	430	1000	400	486	331	71	91	91	36
64	44	1	2	477	0	1953125	12	0.0	832	1.16	0	0	V0.2	0	0	45	32	29	66	41	42	85	71	137	306	181	233	262	376	1000	378	464	314	78	72	95	40
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	40	17	49	59	21	61	87	78	137	278	164	257	258	380	1000	379	463	340	115	62	108	63
64	44	1	2	477	0	1953125	12	0.0	784	1.15	0	0	V0.2	0	0	46	20	54	62	17	75	102	76	121	243	146	291	246	372	1000	365	479	362	124	72	112	61
64	44	1	2	477	0	1953125	12	0.0	782	1.15	0	0	V0.2	0	0	53	40	35	74	38	60	124	96	109	254	197	279	296	443	1000	429	517	391	122	101	123	52
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	48	50	30	74	54	47	120	105	115	264	202	267	292	432	1000	421	498	355	90	97	102	40
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	44	31	36	67	37	50	99	84	122	273	176	242	260	403	1000	388	478	345	101	80	106	47
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	48	26	48	67	28	63	99	80	124	253	155	271	252	388	1000	364	468	335	103	64	100	47
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	47	30	33	68	35	50	99	75	116	267	164	266	257	397	1000	357	487	339	92	78	102	43
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	49	30	40	70	33	57	105	83	127	277	180	267	268	407	1000	394	501	364	110	78	111	48
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	49	35	34	73	41	50	108	88	128	291	194	258	291	429	1000	416	496	360	104	85	110	48
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	47	37	32	70	39	50	108	86	118	270	179	268	273	409	1000	386	501	361	96	87	108	40
64	44	1	2	477	0	1953125	12	0.0	804	1.16	0	0	V0.2	0	0	50	32	40	72	35	57	107	85	125	272	183	269	282	420	1000	412	489	359	107	80	109	50
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	47	33	32	71	38	49	103	80	121	275	173	265	279	419	1000	384	487	347	94	84	106	45
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	47	33	32	71	38	49	103	80	121	275	173	265	279	419	1000	384	487	347	94	84	106	45
64	44	1	2	477	0	1953125	12	0.0	807	1.16	0	0	V0.2	0	0	47	33	32	71	38	49	103	80	121	275	173	265	279	419	1000	384	487	347	94	84	106	45
